Company,Cpu,Ram,Weight,Price
Dell,Intel Core i5 7200U 2.5GHz,8,1.29,3993.336
Dell,Intel Core i5 7300HQ 2.5GHz,8,2.06,4659.336
Dell,Intel Pentium Quad Core N4200 1.1GHz,4,1.63,1982.016
HP,Intel Core i5 7300U 2.6GHz,8,1.26,3700.296
Toshiba,Intel Core i5 6200U 2.3GHz,4,2.1,2077.92
HP,AMD A12-Series 9700P 2.5GHz,8,2.04,1675.656
Dell,Intel Core i7 7700HQ 2.8GHz,16,2.62,4472.856
Lenovo,Intel Core i5 7200U 2.5GHz,4,2.4,1622.376
HP,Intel Core i7 7700HQ 2.8GHz,12,3.74,4659.336
MSI,Intel Core i7 7700HQ 2.8GHz,16,2.9,6433.56
Samsung,Intel Core i5 7200U 2.5GHz,8,0.81,3993.336
Dell,Intel Core i7 7500U 2.7GHz,8,1.98,2560.104
Dell,Intel Core i5 7200U 2.5GHz,8,2.18,2104.054
Lenovo,Intel Core i7 7500U 2.7GHz,8,1.32,4952.376
Razer,Intel Core i7 7500U 2.5GHz,16,1.29,4792.536
HP,Intel Celeron Dual Core N3060 1.6GHz,4,1.23,1025.64
Dell,Intel Core i7 7700HQ 2.8GHz,16,4.36,6673.373
Dell,Intel Core i5 6200U 2.3GHz,4,1.76,2011.32
Lenovo,Intel Core i3 6006U 2GHz,4,2.1,1305.094
Toshiba,Intel Core i5 7200U 2.5GHz,4,1.25,2903.76
Lenovo,Intel Core i7 7500U 2.7GHz,8,1.13,6657.336
MSI,Intel Core i5 7300HQ 2.5GHz,8,2.4,3194.136
Lenovo,Intel Core i5 7200U 2.5GHz,8,1.13,4995.0
Toshiba,Intel Pentium Dual Core 4405U 2.1GHz,4,1.75,1329.336
Asus,Intel Core i5 7200U 2.5GHz,8,1.1,3617.712
Dell,Intel Core i3 6006U 2GHz,4,1.76,1558.44
Acer,Intel Celeron Dual Core N3060 1.6GHz,4,1.35,945.72
Acer,Intel Core i3 7100U 2.4GHz,8,1.5,1649.016
Razer,Intel Core i7 7820HK 2.9GHz,32,3.49,14649.34
Lenovo,Intel Core i7 6600U 2.6GHz,16,1.1,5591.736
Asus,Intel Core i5 7200U 2.5GHz,4,2.1,1382.616
Lenovo,Intel Core i5 6200U 2.3GHz,8,1.7,3159.504
Lenovo,Intel Core i5 7300U 2.6GHz,8,1.32,4395.6
Dell,Intel Core i7 7700HQ 2.8GHz,16,3.21,7391.614
Asus,Intel Core i7 7700HQ 2.8GHz,16,2.9,6444.216
Toshiba,Intel Core i3 7100U 2.4GHz,4,2.0,1782.216
Lenovo,Intel Celeron Quad Core N3160 1.6GHz,4,1.5,865.8
Asus,Intel Core i5 7200U 2.5GHz,8,2.3,1571.76
Asus,Intel Core i7 6700HQ 2.6GHz,16,2.73,4792.536
Dell,Intel Core i7 7700HQ 2.8GHz,32,4.42,8186.179
HP,Intel Core i5 7200U 2.5GHz,8,2.63,2424.24
Dell,Intel Core i5 7200U 2.5GHz,8,2.18,1902.069
HP,Intel Core i7 6500U 2.5GHz,8,1.54,4981.68
Dell,Intel Core i7 7500U 2.7GHz,4,2.18,1968.696
HP,Intel Celeron Dual Core N3350 1.1GHz,4,1.4,1638.36
Asus,Intel Core i5 6200U 2.3GHz,8,1.45,2733.264
HP,Intel Core i5 7200U 2.5GHz,8,1.28,6065.928
HP,Intel Core i7 6500U 2.5GHz,8,1.54,3910.752
HP,Intel Celeron Dual Core N3060 1.6GHz,4,1.86,796.536
Asus,Intel Core i7 7700HQ 2.8GHz,16,2.1,5058.936
Dell,Intel Core i7 7500U 2.7GHz,8,2.83,2304.36
Lenovo,Intel Core i7 7700HQ 2.8GHz,8,1.96,5069.592
Asus,Intel Core i7 7500U 2.7GHz,8,2.3,2096.568
Dell,Intel Core i5 7200U 2.5GHz,8,1.9,2517.48
Asus,Intel Pentium Quad Core N4200 1.1GHz,4,2,1196.136
HP,Intel Core i7 7600U 2.8GHz,8,1.28,6817.176
Dell,Intel Core i5 6200U 2.3GHz,8,1.62,1728.936
Lenovo,Intel Core i3 6006U 2.0GHz,4,2.2,1249.416
Lenovo,Intel Core i5 7200U 2.5GHz,8,2.3,2266.158
HP,Intel Core i5 7300U 2.6GHz,8,1.84,3593.736
Toshiba,Intel Core i5 7200U 2.5GHz,4,1.05,3423.24
Lenovo,Intel Core i5 7300HQ 2.5GHz,8,2.5,2709.288
Dell,Intel Core i7 7660U 2.5GHz,16,1.29,5967.36
HP,Intel Core i5 6200U 2.3GHz,4,2.07,2424.24
Toshiba,Intel Core i5 6200U 2.3GHz,8,1.2,2917.08
Lenovo,Intel Core i7 7500U 2.7GHz,8,1.37,5194.8
Acer,Intel Core i5 7200U 2.5GHz,8,1.56,2402.928
Dell,Intel Core i7 7700HQ 2.8GHz,8,2.23,4736.592
Lenovo,Intel Core i5 7200U 2.5GHz,4,2.38,2810.52
Lenovo,Intel Core i3 6006U 2GHz,4,2.2,1276.056
Toshiba,Intel Core i7 7500U 2.7GHz,8,2.0,3697.632
Lenovo,Intel Core i3 7100U 2.4GHz,4,1.44,1958.04
Samsung,Intel Core i7 7500U 2.7GHz,16,1.23,4925.736
Dell,Intel Core i7 7600U 2.8GHz,8,1.6,4502.16
Asus,Intel Pentium Quad Core N4200 1.1GHz,4,2,1062.909
Xiaomi,Intel Core i5 6200U 2.3GHz,8,1.28,2490.84
Dell,Intel Core i5 7200U 2.5GHz,4,2.18,2430.9
HP,Intel Core i5 7200U 2.5GHz,4,2.04,2235.096
HP,Intel Core i5 7200U 2.5GHz,4,1.28,4528.8
HP,Intel Core i5 7200U 2.5GHz,4,2.3,1824.307
Asus,Intel Celeron Dual Core N3350 1.1GHz,4,1.65,927.072
Lenovo,Intel Core i7 6500U 2.5GHz,8,2.2,1782.216
Dell,Intel Pentium Quad Core N3710 1.6GHz,4,2.2,983.016
HP,Intel Core i5 7200U 2.5GHz,4,1.28,4792.536
Dell,Intel Core i3 6006U 2.0GHz,4,2.18,1213.985
Asus,Intel Core i5 7300HQ 2.5GHz,12,2.2,3649.414
Acer,Intel Celeron Dual Core N3060 1.6GHz,4,1.25,791.208
Lenovo,AMD A4-Series 7210 2.2GHz,4,2.8,1009.656
HP,Intel Core i5 7200U 2.5GHz,4,1.95,3369.96
HP,Intel Core i7 7500U 2.7GHz,16,1.42,3726.936
Samsung,Intel Core i7 7500U 2.7GHz,8,1.17,4526.136
Lenovo,Intel Core i5 7200U 2.5GHz,8,1.32,4792.536
MSI,Intel Core i7 6700HQ 2.6GHz,16,2.43,7056.936
Toshiba,Intel Core i5 7200U 2.5GHz,8,1.05,3929.4
Dell,Intel Core i7 7700HQ 2.8GHz,8,2.62,2474.856
HP,Intel Core i7 7500U 2.7GHz,8,2.04,2397.6
Dell,Intel Core i3 6006U 2.0GHz,4,2.18,1635.696
Dell,Intel Core i5 7300U 2.6GHz,8,1.9,2490.84
Dell,Intel Core i7 7Y75 1.3GHz,8,1.24,5362.898
Asus,Intel Core i7 6820HK 2.7GHz,32,3.58,3407.256
Dell,Intel Core i7 7Y75 1.3GHz,16,1.22,4392.936
Lenovo,Intel Core i7 7500U 2.7GHz,8,1.13,5458.536
Lenovo,Intel Core i5 7200U 2.5GHz,8,1.95,5229.405
LG,Intel Core i7 7500U 2.7GHz,16,1.08,5591.736
HP,Intel Core i7 7500U 2.7GHz,8,1.26,3950.712
Acer,Intel Celeron Dual Core 3205U 1.5GHz,4,2.20,956.376
Lenovo,Intel Core i5 6300HQ 2.3GHz,8,2.6,2101.896
LG,Intel Core i7 7500U 2.7GHz,8,0.98,5058.936
Dell,Intel Core i5 7440HQ 2.8GHz,8,1.6,3210.12
HP,Intel Core M 6Y75 1.2GHz,8,1.09,8258.4
Lenovo,Intel Core i7 7500U 2.7GHz,6,2.2,2101.896
HP,Intel Core i7 7500U 2.7GHz,8,2.04,2714.589
Acer,Intel Core i3 7100U 2.4GHz,4,2.4,1329.336
Lenovo,Intel Core i5 7200U 2.5GHz,4,1.44,2346.984
HP,Intel Core i5 7200U 2.5GHz,8,1.49,2557.44
MSI,Intel Core i7 7700HQ 2.8GHz,16,2.7,4259.736
Dell,Intel Core i7 7700HQ 2.8GHz,16,2.6,3593.736
MSI,Intel Core i5 7300HQ 2.5GHz,8,2.2,2983.44
Dell,Intel Core i5 7200U 2.5GHz,4,2.18,1824.813
HP,Intel Core i7 6500U 2.5GHz,8,1.84,3455.181
HP,Intel Core i7 7500U 2.7GHz,8,1.39,3060.936
Toshiba,Intel Core i7 6600U 2.6GHz,16,2.4,5261.4
Lenovo,Intel Core i5 7200U 2.5GHz,8,1.37,4861.8
Dell,Intel Core i5 6200U 2.3GHz,4,1.95,1944.454
Lenovo,Intel Core i7 7500U 2.7GHz,8,1.36,4395.6
HP,Intel Core i5 6200U 2.3GHz,8,2.31,3103.56
Dell,Intel Core i5 7200U 2.5GHz,4,2.18,1886.272
HP,Intel Core i5 6200U 2.3GHz,4,1.95,3060.936
Lenovo,Intel Pentium Quad Core N4200 1.1GHz,4,2.2,823.176
HP,Intel Core i5 6200U 2.3GHz,4,1.26,4206.456
HP,Intel Celeron Dual Core N3060 1.6GHz,4,1.86,769.6296
Lenovo,Intel Core i7 6560U 2.2GHz,16,1.3,4792.536
Toshiba,Intel Core i5 6200U 2.3GHz,4,1.47,2943.72
HP,Intel Core i5 6200U 2.3GHz,8,1.26,4446.216
Dell,Intel Core i3 6006U 2.0GHz,4,2.18,1488.11
MSI,Intel Core i7 7700HQ 2.8GHz,8,2.2,3194.136
Dell,Intel Core i5 7200U 2.5GHz,8,1.36,4366.296
Dell,Intel Core i7 6820HK 2.7GHz,16,4.36,7347.312
HP,Intel Core i5 6300HQ 2.3GHz,8,2.75,3726.936
Asus,Intel Pentium Quad Core N3710 1.6GHz,4,2.8,1411.92
Acer,Intel Core i5 7200U 2.5GHz,4,2.23,1649.016
Toshiba,Intel Core i5 6200U 2.3GHz,8,2.2,2981.016
Lenovo,Intel Core M m7-6Y75 1.2GHz,8,1.1,3460.536
Lenovo,AMD FX 8800P 2.1GHz,16,2.5,2661.336
Dell,Intel Core i5 7200U 2.5GHz,8,1.36,3921.941
Lenovo,Intel Core i7 7500U 2.7GHz,8,2.2,1824.84
Dell,Intel Core i3 6006U 2.0GHz,4,2.36,1755.576
Acer,Intel Celeron Dual Core N3060 1.6GHz,4,1.68,929.736
HP,Intel Core i7 6820HQ 2.7GHz,8,2.0,5991.336
Dell,Intel Core i7 7600U 2.8GHz,8,1.36,4728.6
Toshiba,Intel Core i5 6200U 2.3GHz,8,1.2,3889.44
Asus,Intel Core M M7-6Y75 1.2GHz,8,1.2,3087.576
Lenovo,Intel Core i7 6600U 2.6GHz,8,1.7,3966.669
Dell,Intel Core i7 7700HQ 2.8GHz,16,4.36,8402.256
Dell,Intel Core i5 7Y54 1.2GHz,8,1.24,5058.936
HP,Intel Pentium Quad Core N4200 1.1GHz,4,1.45,2064.6
Dell,Intel Core i7 6500U 2.5GHz,8,1.3,3377.952
Acer,Intel Celeron Dual Core N3060 1.6GHz,4,1.25,1036.296
Toshiba,Intel Core i5 6300U 2.4GHz,8,1.2,4089.24
Lenovo,Intel Core i5 7300U 2.6GHz,8,1.36,4688.64
Acer,Intel Core i5 7200U 2.5GHz,12,2.4,2687.976
Toshiba,Intel Core i7 7500U 2.7GHz,8,1.1,4768.56
HP,Intel Core i5 7200U 2.50GHz,8,2.04,2255.076
Dell,Intel Core i3 6006U 2.0GHz,4,2.25,1240.412
Dell,Intel Core i5 7200U 2.5GHz,4,1.9,2197.8
HP,Intel Core i3 7100U 2.4GHz,4,2.04,1824.84
Dell,Intel Core i7 7700HQ 2.8GHz,32,4.42,8388.936
Lenovo,Intel Core i5 7200U 2.5GHz,6,2.4,1851.48
Dell,Intel Core i7 7Y75 1.3GHz,16,1.22,5058.936
Dell,Intel Core i7 6600U 2.6GHz,8,1.5,5229.379
Dell,Intel Core i7 6700HQ 2.6GHz,32,4.42,7459.2
Toshiba,Intel Core i5 6200U 2.3GHz,8,1.95,3143.52
Asus,Intel Core i7 7700HQ 2.8GHz,16,2.73,5460.934
HP,Intel Core i5 7200U 2.70GHz,8,2.04,2608.056
Lenovo,Intel Core i5 6200U 2.3GHz,4,1.70,2669.328
Asus,Intel Core i7 7500U 2.7GHz,16,2.3,4792.536
HP,Intel Core i7 7500U 2.7GHz,6,2.04,1542.456
Asus,Intel Core i7 7700HQ 2.8GHz,16,2.99,4659.336
Dell,Intel Core i7 7500U 2.7GHz,12,2.19,3460.536
Toshiba,Intel Core i5 6200U 2.3GHz,4,1.2,3183.48
Lenovo,AMD A12-Series 9720P 3.6GHz,6,2.2,1462.536
Fujitsu,Intel Core i5 6200U 2.3GHz,4,2.3,1728.936
Toshiba,Intel Core i5 6200U 2.3GHz,4,1.75,2437.56
Dell,Intel Core i5 7200U 2.5GHz,4,2.25,1595.736
HP,Intel Core i5 7200U 2.5GHz,8,2.04,2147.184
Lenovo,Intel Core i7 7700HQ 2.8GHz,8,2.5,3167.496
Dell,Intel Core i7 7500U 2.7GHz,8,2.36,1995.336
Dell,Intel Core i5 7200U 2.5GHz,8,1.6,2981.016
HP,Intel Core M 6Y75 1.2GHz,8,0.97,5082.912
HP,Intel Core i3 6006U 2GHz,4,2.1,1329.336
Lenovo,Intel Celeron Dual Core N3350 1.1GHz,4,1.9,720.9317
Lenovo,Intel Core i5 6200U 2.3GHz,8,2.3,3593.736
Dell,Intel Core i5 7200U 2.5GHz,8,1.68,2368.296
Asus,Intel Core i5 7200U 2.5GHz,8,1.4,3063.6
HP,Intel Core i7 7500U 2.7GHz,8,1.11,3593.736
Acer,Intel Pentium Quad Core N4200 1.1GHz,4,2.4,1012.32
Asus,Intel Core i7 7700HQ 2.8GHz,16,2.5,4792.536
HP,Intel Core i7 7500U 2.7GHz,8,1.48,5565.096
Acer,Intel Core i7 7700HQ 2.8GHz,8,2.7,3356.64
HP,Intel Core i5 7200U 2.5GHz,8,1.34,3167.496
Dell,Intel Core i3 7100U 2.4GHz,4,2.18,1457.208
HP,Intel Core i5 7200U 2.5GHz,4,1.64,2075.256
Toshiba,Intel Core i5 6200U 2.3GHz,4,1.2,3183.48
HP,Intel Core i5 6300U 2.4GHz,4,1.48,2930.373
HP,Intel Core i5 7200U 2.5GHz,4,1.95,3210.12
HP,Intel Core i7 6600U 2.6GHz,8,1.43,3860.136
